,0,1
0,35.49200409982843,51.72796940366941
1,35.52313595561687,51.23688137788437
2,35.85336441829913,50.992933195238066
3,35.545832945348394,51.68559565618924
4,35.48370904622861,50.92695473591999
5,35.75959519467923,51.5597472624051
6,35.47152169437578,51.138968910940534
7,35.639537292678455,51.028766740347635
8,35.53638472956861,51.4604650778256
9,35.61022481682436,51.646160702285734
10,35.725255536146356,51.49221202946874
11,35.728718144250124,51.60882528534564
12,35.826416975197745,51.618936546243894
13,35.66179493854006,50.903930019657885
14,35.76025980054468,51.217506373441864
15,35.80614112845442,51.56039684146397
16,35.71363671181055,51.520713091896646
17,35.75334171722694,51.38376679921275
18,35.559211513555894,50.978144898149125
19,35.71140315407359,51.415926380292774
20,35.697771074157544,51.56234049684366
21,35.48330286611453,51.36195608449703
22,35.51972509160835,51.47976511390565
23,35.681883334061666,51.37358996304203
24,35.47282145484754,50.93377031589075
25,35.49089712122856,51.44065582709722
26,35.574373195458364,51.01566759068337
27,35.55185733884238,51.01373467096461
28,35.81110363582753,51.18079770137197
29,35.85190247347483,51.50072270657289
30,35.51677123237564,50.89014485099517
31,35.8194234411579,51.1981323526252
32,35.50327586866349,50.92523645273525
33,35.782726961911635,50.9605317487416
34,35.83284740112826,51.30473561828453
35,35.844131442971616,51.528063307011074
36,35.8393076648915,51.05655179548093
37,35.456283502581705,50.979139128040224
38,35.68174819700926,51.54271028459857
39,35.733098788265096,51.694322702957365
40,35.67237009261712,51.05459741144278
41,35.68555347460776,51.237539096366774
42,35.691038702717236,51.02408475524798
43,35.81119089622305,51.1137226133699
44,35.54674202454791,51.60558092557006
45,35.54431694610727,51.34887928899612
46,35.75659483809007,51.620500091079855
47,35.68399625557089,51.54196761937409
48,35.62105901314955,51.585834275505476
49,35.81665837276301,51.239553115932935
50,35.72299112214281,51.06210547967283
51,35.79471601952956,51.27302419208432
52,35.848298564095664,51.06827677286798
53,35.51857234030032,51.37308024879973
54,35.62915724274892,51.52246352276392
55,35.775282891919154,51.22241413631758
56,35.55828139181431,51.41143795052909
57,35.78855905414115,51.28514572978764
58,35.79858587890391,50.99057116325587
59,35.4709320386801,51.613559920871346
60,35.67996812139055,51.467812658395204
61,35.540693856076565,51.44122146278359
62,35.47092876132905,50.935876180840474
63,35.56763507059324,50.92068474179713
64,35.788569968753535,51.44371978215045
65,35.85622803023606,51.318592280419864
66,35.46655247586238,51.183871408344274
67,35.80712987961847,50.8965005319005
68,35.83307892230982,50.944716137372424
69,35.82788632416209,50.98899262531868
70,35.78148190639468,51.295782031925995
71,35.462401985620836,51.437198840358775
72,35.731007268988606,51.38045715069824
73,35.77844447174922,51.689186576160154
74,35.831719299509125,50.980114346619374
75,35.798081446267325,51.64150050538025
76,35.730364603431575,50.95668070684376
77,35.80646791951229,51.37375015817701
78,35.68243232139365,51.167474722585794
79,35.72420661050925,51.31560181783511
80,35.63609419380147,51.20438527457425
81,35.62720102162973,51.203412482704955
82,35.843242462796354,51.1597498213584
83,35.66126569428104,51.273759480307916
84,35.52738005231689,51.68114418953568
85,35.83648700017014,51.16805524651858
86,35.60881537654218,51.0317143464879
87,35.87112306630189,51.42423422284686
88,35.8504657709006,51.29495280510762
89,35.65942844086743,51.28138062363479
90,35.47580251598104,51.558992769991804
91,35.65255019821801,51.51491371425988
92,35.74220318909839,51.56486846156385
93,35.84412675713487,50.9039663961628
94,35.61534604411706,50.91205972929733
95,35.6776311329176,51.15734408000051
96,35.76822127975016,51.31505139433365
97,35.471047819715714,51.011930463375755
98,35.572035298892345,51.44727381687771
99,35.48161240451888,51.624974700580275
100,35.57794757107912,50.938263948361765
101,35.772786398571114,50.91621511731278
102,35.72513173290482,51.11903731902519
103,35.51756113475198,51.070559306024904
104,35.55223716448092,51.2625392915207
105,35.62766414933218,50.90939762918134
106,35.690838082703785,51.620326604675704
107,35.78119111857461,50.91199779519897
108,35.59631686662344,51.39970331111025
109,35.80441108329184,51.47819310032742
110,35.62560322159395,51.44019890548792
111,35.710545104019936,50.92446093965229
112,35.610359849958336,51.50206785004627
113,35.52726300104621,51.371792243283686
114,35.85267711061722,50.92457421094318
115,35.55046780723692,51.11054515615525
116,35.48228214951939,51.63869468800716
117,35.45774802822708,51.1411481396452
118,35.49729104934136,51.72275209690034
119,35.47382621335252,51.426944532194
120,35.6400767061743,51.33982681100159
121,35.49730569407714,51.35189841861163
122,35.82183758505844,51.330633515068946
123,35.82937052793896,50.87664796144125
124,35.48130619734542,51.73257866538303
125,35.72302917098839,51.52368480320011
126,35.83812648076759,50.95989389680985
127,35.5280929497928,51.16105365641152
128,35.86498152865183,50.83275045656994
129,35.84366773617286,51.43565675952456
130,35.730853350267594,51.69414878960525
131,35.67066469132398,51.52829701548771
132,35.63101824087866,50.979338800281965
133,35.51973256523321,51.69933040039495
134,35.48518899813798,51.114757513477144
135,35.777251172356884,51.622921501039535
136,35.748954745238294,51.339188545196016
137,35.67297634610397,51.156294599997366
138,35.78604634430745,50.88606905353983
139,35.58163279971588,51.379154697718896
140,35.84424733960164,51.21607287928961
141,35.689130208185816,51.04198291475032
142,35.639969887331546,51.596003661902486
143,35.69381197547463,50.89348053104576
144,35.46796505259874,50.893413046701426
145,35.52129234013611,50.937598679935974
146,35.83251582079587,51.54613886670978
147,35.77617933317851,51.24087313980771
148,35.468163513356814,51.34718607139795
149,35.496818606185954,51.49496287188092
150,35.599362386877104,51.29556796742574
151,35.762244466218036,51.478521492533766
152,35.79383161492214,50.85759197060969
153,35.572759768719116,51.42633512154687
154,35.53328326787523,51.17615289247156
155,35.7129508652993,50.973121082875835
156,35.651436805191125,51.30926981934506
157,35.69637590048837,51.69092773727356
158,35.77820405869778,51.359821998655555
159,35.58814097508395,51.53932495137195
160,35.680746118211474,51.55289466669182
161,35.52914170454461,51.314085363829804
162,35.59132123917216,51.728464580634366
163,35.49282856631179,51.583968970675656
164,35.72014050809599,51.25271923825894
165,35.81845058260922,51.03134795845902
166,35.459880280480725,51.42703073554864
167,35.85345868545941,51.64890968683317
168,35.858999621393,51.53002001015112
169,35.54244869075356,51.45264228602555
170,35.51657508237868,50.92226212694159
171,35.86240444432983,51.40723023637223
172,35.64044183393019,51.308691380304964
173,35.847548229776194,51.178705236415965
174,35.73252815534218,51.25127350815608
175,35.78402811503737,51.02970330916244
176,35.700964799104824,51.158434161211844
177,35.784949602047114,51.65412963617795
178,35.63323320299806,51.449198974022366
179,35.53475270978658,51.20518292645856
180,35.6966691778663,51.412952872138554
181,35.50153410962726,50.92305608463995
182,35.83460686570535,51.59019853862524
183,35.64211755669903,51.63988926182614
184,35.728999860248535,51.22729665411809
185,35.828539718950246,51.44992650026687
186,35.84226513330235,51.29802189606798
187,35.80460370713404,51.12525013445871
188,35.64097885335621,51.2012429116194
189,35.54826992912252,51.00360842656764
190,35.53920634185764,51.04124416722071
191,35.620224317342284,50.90161617987039
192,35.848779099485604,50.960198066032014
193,35.819512185833325,51.69503207481221
194,35.45767754184902,50.902736458066315
195,35.48301133720707,50.95225256914199
196,35.53049259639879,51.14383897863283
197,35.5300686800798,50.9386614881866
198,35.46642533964223,51.26939391088628
199,35.64640799594352,51.486851371259775
200,35.7711163293697,51.63747333838205
201,35.47013712599637,51.220904170463285
202,35.8583104148379,51.17106258736541
203,35.641189840084394,51.35124614217006
204,35.69033272133359,51.20173624406272
205,35.70383940252298,51.04847149098886
206,35.538769415212315,51.62783792940286
207,35.85349234347107,51.32264706715746
208,35.83823195188081,51.03974561154775
209,35.60882778636375,51.08122965724933
210,35.57720029657636,51.20695998046652
211,35.499607040759024,51.43063238472426
212,35.7798886762123,51.55516647124885
213,35.799144854850354,51.14617013503734
214,35.73871796692866,51.63338874703921
215,35.72130619747202,51.497702890147934
216,35.63138180842495,50.955046246762606
217,35.859631995610506,50.860259967908924
218,35.8289646399774,51.30313508268439
219,35.758811668440096,50.99253014679889
220,35.82628618355446,51.1706336725536
221,35.80451576866664,51.12123063024992
222,35.58496826628414,51.3142588061847
223,35.68150093166382,51.05509664872716
224,35.7941815704309,51.489169769819775
225,35.83912728987302,51.43854192504076
226,35.795036576470146,51.57559948048748
227,35.607914793937255,51.369237779316876
228,35.553853434585236,51.05955963192657
229,35.83973092093458,51.61360749560564
230,35.802617997530874,51.41567490772873
231,35.64990473712103,50.92373047554726
232,35.580615637897516,51.027494838336665
233,35.7787311350698,50.99316551645079
234,35.81392078484256,51.53667396339197
235,35.59730593355581,51.672517305155026
236,35.75190516786691,50.921811380889565
237,35.47993134627526,51.56408504344694
238,35.866340383344465,50.971650465895394
239,35.46962229001956,51.02533632389291
240,35.565120780715915,51.21093032454431
241,35.86367564879902,51.12686114448865
242,35.83065276958806,51.248617457428786
243,35.597427925098515,51.49602893375092
244,35.48031230238757,51.156643505559785
245,35.76154460541548,51.33636249478876
246,35.82499097640997,51.41863758250618
247,35.81837508683655,51.19268253397452
248,35.75962539345894,51.28176418352048
249,35.79942975447037,51.44898633711125
250,35.69572645846969,50.97370629389525
